portal	name
Kredeu1	Kretzschmaria_deusta_IL1129_v1.0
Astsub1	Astrocystis_sublimbata_CBS_130006_v1.0
Pis20_1	Phlebopus_sp._FC_14_v1.0
AurpulNBB1	Aureobasidium_pullulans_NBB_7.2.1_v1.0
TerNC1134_1	Teratosphaeriaceae__sp._NC1134_v1.0
Ruseme1	Russula_emetica_P?ilba_v1.0
Suifus1	Suillus_fuscotomentosus_FC203_v1.0
Amarub1	Amanita_rubescens_P?ilba_v1.0
XylFL0043	Xylaria_sp._FL0043_v1.0
XylFL0016	Xylariaceae_sp._FL0016_v1.0
Hypmon1	Hypoxylon_monticulosum_FL0542_v1.0
XylFL0662B	Xylariaceae_sp._FL0662B_v1.0
XylFL1042	Xylaria_sp._FL1042_v1.0
XylFL1019	Xylariaceae_sp._FL1019_v1.0
XylFL0594	Xylariaceae_sp._FL0594_v1.0
DallocAZ0526	Daldinia_loculata_AZ0526_v1.0
Xylgra1	Xylaria_grammica_CBS_120713_v1.0
XylFL1651	Xylariaceae_sp._FL1651_v1.0
XylFL0255	Xylariaceae_sp._FL0255_v1.0
Xylven1	Xylaria_venustula_FL0490_v1.0
XylFL0933	Xylaria_sp._FL0933_v1.0
XylarbFL1030	Xylaria_arbuscula_FL1030_v1.0
HyNC0597_1	Hypoxylon_sp._NC0597_v1.0
Nemabo1	Nemania_abortiva_FL1152_v1.0
Dalver1	Daldinia_vernicosa_CBS_139.73_v1.0
HyFL0890_1	Hypoxylon_sp._FL0890_v1.0
HyFL0543_1	Hypoxylon_sp._FL0543_v1.0
Dalgra1	Daldinia_grandis_CBS_114736_v1.0
Trire_Chr	Trichoderma_reesei_QM6a
Tribre1	Trichoderma_brevicompactum_IBT40841
Aspber1	Aspergillus_bertholletius_IBT_29228_v1.0
Aspcae1	Aspergillus_caelatus_CBS_763.97_v1.0
Asppsen1	Aspergillus_pseudonomius_CBS_119388_v1.0
Asppset1	Aspergillus_pseudotamarii_CBS_117625_v1.0
Aspser1	Aspergillus_sergii_CBS_130017_v1.0
Aspcor1	Aspergillus_coremiiformis_CBS_553.77_v1.0
Aspalbe1	Aspergillus_albertensis_v1.0
Asptam1	Aspergillus_tamarii_CBS_117626_v1.0
Asptra1	Aspergillus_transmontanensis_CBS_130015_v1.0
Aspara19utr	Aspergillus_arachidicola_v1.0
Asppsec1	Aspergillus_pseudocaelatus_CBS_117616_v1.0
Aspave1	Aspergillus_avenaceus_IBT_18842_v1.0
LraINPA1820_1	Lentinula_raphanica_INPA1820_v1.0
Copph3	Coprinus_phaeopunctatus_MPI-PUGE-AT-0042_v1.0
FusspF11_1	Fusarium_sp._FSSC_11_v1.0
Parchr1	Paraphoma_chrysanthemicola_MPI-SDFR-AT-0120_v1.0
Chafu1	Chaetomium_funicola_MPI-SDFR-AT-0129_v1.0
Phybla1	Phycomyces_blakesleeanus_UBC1_v1.0
YarliW29_1	Yarrowia_lipolytica_CLIB89(W29)
Penatra1	Penicillium_atramentosum_RS17_v1.0
Gervar1	Geranomyces_variabilis_JEL559_v1.0
Lentinedodes1	Lentinula_edodes_W1-26_v1.0
Myclat1	Mycena_latifolia_10383_v1.0
Rorror1	Roridomyces_roridus_9284_v1.0
ClaNC0930_1	Phaeomoniellales__sp._NC0930_v1.0
ThyNC0857_1	Penicillium_sp._NC0857_v1.0
Dacruf1	Dacryonaema_rufum_OMC1653_v1.0
Crudry1	Crustoderma_dryinum_OMC1663_v1.0
Radcon1	Radulomyces_confluens_OMC1631_v1.0
Pormuc1	Porpomyces_mucidus_OMC1666_v1.0
Zalva1	Zalerion_varium_MPI-CAGE-AT-0135_v1.0
Chame1	Chaetomium_megalocarpum_MPI-CAGE-AT-0009_v1.0
Schco2272_1	Schizophyllum_commune_227.2_v1.0
Schco2271_1	Schizophyllum_commune_227.1_v1.0
Schco2251_1	Schizophyllum_commune_225.1_v1.0
Schco2071_1	Schizophyllum_commune_207.1_v1.0
Schco2231_1	Schizophyllum_commune_223.1_v1.0
Muccir1_3	Mucor_circinelloides_MU402_v1.0
Melme_tre1	Melampsora_medusae_f._sp._tremuloidae_Mmt05Ida529_v1.0
Rhanym2_1	Rhamphospora_nymphaeae_CBS_172.38_v1.0
Triple1	Trichoderma_pleuroti_TPhu1
Triaru1	Trichoderma_arundinaceum_IBT_40837
Coraus1	Cortinarius_austrovenetus_TL2843-KIS7R_v1.0
Lophiu1	Mytilinidiaceae_sp._NC0267_v1.0
Myrian1	Myriangiaceae_sp._NC1570_v1.0
Isori2	Issatchenkia_orientalis_ATCC_PTA-6658_v2.0
Amysub1	Amylocorticium_subincarnatum_OMC1654_v1.0
Issori2	Issatchenkia_orientalis_ATCC_32196_v2.0
Flafl1	Flavodon_flavus_38_v1.0
Geatri1	Geastrum_triplex_GST.BST_v1.0
Issorie2	Issatchenkia_orientalis_SD108_v2.0
Jahaq1	Jahnula_aquatica_CBS_123560_v1.0
FusoxT415	Fusarium_oxysporum_f._sp._pisi_T415_v1.0
FusspF23_1	Fusarium_sp._FSSC_23_v1.0
FusspF10_1	Fusarium_sp._FSSC_10_v1.0
Verdah1	Verticillium_dahliae_MPI-CAGE-AT-0001_v1.0
Dactor1	Dacrymyces_fennicus_OMC1656_v1.0
Aspcar1	Aspergillus_carlsbadensis_CBS_123894_v1.0
Aspegy1	Aspergillus_egyptiacus_CBS_656.73_v1.0
Aspnom1	Aspergillus_nomius_IBT_12657_v1.0
Aspnovo1	Aspergillus_novoparasiticus_CBS_126849_v1.0
Asppar1	Aspergillus_parasiticus_CBS_117618_v1.0
Aspmin1	Aspergillus_minisclerotigenes_CBS_117635_v1.0
Mucmuc1	Mucor_mucedo_NRRL_3635_v1.0
Fimjon1	Fimicolochytrium_jonesii_JEL569_v1.0
Boledp1	Boletus_edulis_P?ilba_v1.0
Boled5	Boletus_edulis_BED1_v4.0
Suipla1	Suillus_placidus_DOB743_v1.0
Armbor1	Armillaria_borealis_FPL87.14_v1.0
Lepmol1	Leptoporus_mollis_OMC1684_v1.0
Russem1	Russula_seminuda_PSC4341-TAS1_v1.0
Tirniv1	Tirmania_nivea_G3_v1.0
Xylcub1	Xylaria_flabelliformis_NC1011_v1.0
Lenra_T_1	Lentinula_raphanica_TFB8682_v1.0
TriharM10_1	Trichoderma_harzianum_M10_v1.0
TriharT22_1	Trichoderma_harzianum_T22_v1.0
Conapa1	Conocybe_apala_SZMC-NL-8967_v1.0
Possti1	Postia_stiptica_OMC1664_v1.0
Canbo1	Candida_boidinii_NRRL_Y-2332
Tappo1	Taphrina_populi-salicis_CBS419.54_v1.0
Elyde1	Elytroderma_deformans_CBS183.68_v1.0
Ambph1	Ambrosiozyma_philentoma_NRRL_Y-7523
Petxy1	Peterozyma_xylosa_NRRL_Y-12939
Citma1	Citeromyces_matritensis_NRRL_Y-2407
Sacca1	Saccharomycopsis_capsularis_NRRL_Y-17639
Satdi1	Saturnispora_dispora_NRRL_Y-1447
Lacsu1	Lachnellula_subtilissima_CBS_196.66_v1.0
Nakwi1	Nakazawaea_wickerhamii_NRRL_Y-2563
Triatr1	Trichoderma_atroviride_B10_v1.0
Triatro1	Trichoderma_atroviride_F7_v1.0
Triatrov1	Trichoderma_atroviride_P1_v1.0
DelFL0756_1	Valsariales_sp._FL0756_v1.0
CodFL1790_1	Chaetosphaeriaceae_sp._FL1790_v1.0
Sisrad1	Sistotrema_raduloides_OMC1660_v1.0
Amyrou1	Amylomyces_rouxii_NRRL_5866_v1.0
Theter1	Thelephora_terrestris_UH-Tt-Lm1__v1.0
Pisthe227_1	Pisolithus_croceorrhizus_ssp._2_72_v1.0
Corcam1	Cortinarius_aff._campbellae_TAS5-PSC4363_v1.0
Jimfl_GMNB39_1	Jimgerdemannia_flammicorona_GMNB39
Jimlac1	Jimgerdemannia_lactiflua_OSC166217
Endsp1	Endogone_sp_FLAS_59071
Jimfl_AD_1	Jimgerdemannia_flammicorona_AD002
Pickud1	Pichia_kudriavzevii_CBS573
Melbro1	Melanogaster_broomeianus_MBLB.BST_v1.0
Cervir1	Ceriporia_viridans_OMC1683_v1.0
Plecto1	Xylariales_sp._AK1849_v1.0
Hyssto1	Hysterangium_stoloniferum_HS.BST_v1.0
Microd1	Microdiplodia_sp._AK1800_v1.0
Pestal1	Pestalotiopsis_sp._NC0098_v1.0
Trilon1	Trichoderma_longibrachiatum_MK1_v1.0
Trigui1	Trichoderma_guizhouense_NJAU_4742
Tripar1	Trichoderma_parareesei_CBS_125925
Spogra1_1	Sporobolomyces_gracilis_NRRL_Y-5504_v1.0
Pensoli1	Penicillium_solitum_IBT_30036_v1.0
FlaPMI526_1	Flagelloscypha_sp._PMI_526_v1.0
Lened_B_1_1	Lentinula_edodes_B17_v1.1
Hethyg1	Heterodoassansia_hygrophilae_CBS_346.65_v1.0
Suivar1	Suillus_variegatus_UH-Sva-Z1_v1.0
Echtin1	Echinodontium_tinctorium_Aho-80_v1.0
Aphpse1	Aphanobasidium_pseudotsugae_OMC1630_v1.0
Phlrad1	Phlebia_radiata_Fr._(isolate_79,_FBCC0043)
Mersum1	Meripilus_sumstinei_FP_105329_v1.0
Hercor1	Hericium_coralloides_FP-101451_v1.0
Benpoi1	Benjaminiella_poitrasii_RSA_903_v1.0
Papla1	Papiliotrema_laurentii_5307AH_v1.0
Denmi1	Dendrothele_microspora_FP_101998_v1.0
Necsp1	Nectriopsis_sporangicola_NRRL_22127_v1.0
Pennord1	Penicillium_nordicum_DAOMC_185683
Galinc1	Galzinia_incrustans_CBS_104901_v1.0
Phomu1	Phoma_multirostrata_7a_v1.0
Armtab1	Armillaria_tabescens_CCBAS_213_v1.0
Borrad1	Boreostereum_radiatum_TFC1981-005_v1.0
Triatrob1	Trichoderma_atrobrunneum_ITEM_908
Melame1	Melampsora_americana_R15-033-03_v1.0
Lennov1	Lentinula_novae-zelandiae_TMI-1172_v1.0
Lenafn_TMI1502_1	Lentinula_afn._lateritia_sp_3_TMI1502_v1.0
Melmed1	Melampsora_medusae_f._sp._Deltoidae_Mmd05TRE539_v1.0
Lenrap1_155	Lentinula_raphanica_TFB9929_ss4_v1.0
Suibov1	Suillus_bovinus_UH-Sbo-P2_v1.0
Suipal1	Suillus_paluster_FC165_v1.0
Suilak1	Suillus_lakei_FC43_v1.0
Suiocc1	Suillus_occidentalis_FC124_v1.0
Rhobu1	Rhodocollybia_butyracea_CCBAS_279_v1.0
EurotioJF033F_1	Eurotiomycetes_sp._JF_03-3F_Goopy_v1.0
EurotioJF034F_1	Eurotiomycetes_sp._JF_03-4F_Slimy_v1.0
Pisalb1	Pisolithus_albus_SI12_v1.0
Piscro1	Pisolithus_croceorrhizus_subspA_74A_v1.0
Pismar1	Pisolithus_marmoratus_ssp._2_16A_v1.0
Pisthe1	Pisolithus_thermaeus_11_v1.0
Tubme1v2	Tuber_melanosporum_Mel28_v1.2
YarliYB419	Yarrowia_lipolytica_YB419_v1.0
YarliYB420	Yarrowia_lipolytica_YB420_v1.0
YarliYB392	Yarrowia_lipolytica_YB392_v1.0
YarliYB567	Yarrowia_lipolytica_YB567_v1.0
YarliYB566	Yarrowia_lipolytica_YB566_v1.0
Cylol1	Cylindrocarpon_olidum_MPI-CAGE-CH-0241_v1.0
Neora1	Neonectria_radicicola_MPI-CAGE-AT-0134_v1.0
Lacdel1	Lactarius_deliciosus_48_v1.0
Lacviv1	Lactarius_vividus_141_v1.0
Lacaka1	Lactarius_akahatsu_QP_v1.0
Lachen1	Lactarius_hengduanensis_84_v1.0
Lacpse1	Lactarius_pseudohatsudake_88_v1.0
Lachat1	Lactarius_hatsudake_109_v1.0
Lacsan1	Lactarius_sanguifluus_B21_v1.0
Disorn1	Dissophora_ornata_CBS_347.77_v1.0
Epityp1	Epithele_typhae_CBS_203.58_v1.0
Niavib1	Nia_vibrissa_CBS_119815_v1.0
Cornip1	Boliniaceae_sp._AZ0804_v1.0
Currey1	Teichospora_sp._FL1471_v1.0
Glonio1	Gloniopsis_sp._FL0384_v1.0
Uroocc1	Urocystis_occulta_CBS_102.71_v1.0
Colsp1	Colletotrichum_sp._CBS_101611
Colta1	Colletotrichum_tamarilloi_CBS_129955
Colco1	Colletotrichum_costaricense_IMI_309622
Colch1	Colletotrichum_chlorophyti_NTL11
Colcu1	Colletotrichum_cuscutae_IMI_304802
Colab1	Colletotrichum_abscissum_IMI_504890
Colin1	Colletotrichum_incanum_MAFF_238712
Collup1	Colletotrichum_lupini_IMI_504893
Colpa1	Colletotrichum_paranaense_IMI_384185
Colme1	Colletotrichum_melonis_CBS_134730
Coltof1	Colletotrichum_tofieldiae_CBS_168.49
Colorb1	Colletotrichum_orbiculare_104-T
Agrpra2	Agrocybe_praecox_OKM6292_v1.0
Geocar1	Geopyxis_carbonaria_DOB1671_v1.0
Piptie1	Piptocephalis_tieghemiana_RSA_1565_v1.0
Corsim1	Myceliophthora_similis_CBS_632.67_v1.0
Chyhya1	Chytriomyces_hyalinus_JEL632_v1.0
Phapla1	Phaeosolenia_platensis_CBS_268.64_v1.0
Crison1	Cristinia_sonorae_KKN_215_v1.0
Gorhay1	Gorgonomyces_haynaldii_MP57_v1.0
Blatri_F921_1	Blakeslea_trispora_F921_v1.0
Blatri_F986_2	Blakeslea_trispora_F986_v1.0
Paevar_HGY_1	Paecilomyces_variotii_CBS144490_HYG1_v1.0
Creces1	Crepidotus_cesatii_CBS_511.95_v1.0
Laxbic1	Laxitextum_bicolor_CBS_258.73_v1.0
Albpec1	Albatrellus_peckianus_DAOM_52321_v1.0
Rhice1_1	Rhizophagus_cerebriforme_DAOM_227022_v1.0
Gigro1	Gigaspora_rosea_v1.0
Rhidi1	Rhizophagus_diaphanus_v1.0
Anomyc1	Anomoporia_myceliosa_MJL_4413_v1.0
Helpul1	Helicostylum_pulchrum_RSA_2064_v1.0
Psiser1	Psilocybe_serbica_v1.0
Chocucu1	Choanephora_cucurbitarum_NRRL2744_(50)_v1.0
Lacpsa1	Lactarius_psammicola_BPL869_v1.0
Stobe1	Stomiopeltis_betulae_CBS114420_v1.0
Myxme1	Myxozyma_melibiosi_Phaff_52-87_v1.0
Fusven1	Fusarium_venenatum_MPI-CAGE-CH-0201_v1.0
Dacma1	Dactylonectria_macrodidyma_MPI-CAGE-AT-0147_v1.0
Pleav1	Pleospora_avicennia_ATCC_66911_v1.0
Fusoxys1	Fusarium_oxysporum_MPI-CAGE-CH-0212_v1.0
Fustri1	Fusarium_tricinctum_MPI-SDFR-AT-0044_v1.0
Fustr1	Fusarium_tricinctum_MPI-SDFR-AT-0068_v1.0
Armlut1	Armillaria_luteobubalina_HWK02_v1.0
Armect1	Armillaria_ectypa_FPL83.16_v1.0
Armnab1	Armillaria_nabsnona_CMW6904_v1.0
Velabi1	Veluticeps_abietina_OMC1657_v1.0
Anoalb1	Anomoloma_albolutescens_OMC1655_v1.0
Lashi1	Lasiosphaeris_hispida_CBS_955.72_v1.0
Podap1	Podospora_appendiculata_CBS_314.62_v1.0
Fusco1	Fusarium_commune_MPI-SDFR-AT-0072_v1.0
Morsny1	Morchella_snyderi_DOB2414_v1.0
Copang1	Coprinellus_angulatus_DOB1924_v1.0
Rhodia1_1	Rhodosporidium_diobovatum_08-225_v1.0
Hygaur1	Hygrophoropsis_aurantiaca_ATCC_28755_v1.0
Lopnit1_1	Lophodermium_nitens_PLMe3-1-3_v1.0
Conioc1	Coniochaeta_sp._2T2.1_v1.0
Meltu1	Melanops_tulasnei_CBS_116805_v1.0
Fenfe1	Fenestella_fenestrata_ATCC_66461_v1.0
Suicli1	Suillus_clintonianus_FC179_v1.0
Suiamp1	Suillus_ampliporus_FC55_v1.0
Rhivul1	Rhizopogon_vulgaris_FC72_v1.0
Rhitru1	Rhizopogon_truncatus_FC74_v1.0
Zoorad1	Zoophthora_radicans_ATCC_208865_v1.0
Slopil1	Slooffia_pilatii_Y-17178_v1.0
Botmuc1	Botryozyma_mucatilis_CBS_9042_v1.0
Triarc1	Triparticalcar_arcticum_BR59_v1.0
Fusso1	Fusarium_solani_FSSC_5_v1.0
Fuseq1	Fusarium_sp._FIESC_12_v1.0
Hyacur1	Hyaloraphidium_curvatum_SAG235-1_v1.0
Powhir1	Powellomyces_hirtus_BR81_v1.0
Halrad1	Halteromyces_radiatus_CBS_162.75_v1.0
Daces1	Dactylonectria_estremocensis_MPI-CAGE-AT-0021_v1.0
Neucr4830_1	Neurospora_crassa_clade_B_FGSC_4830_v1.0
Blugr2	Blumeria_graminis_f._sp._hordei_DH14
BlugrR1_1	Blumeria_graminis_f._sp._hordei_Race1
Suisu1	Suillus_subalutaceus_FC151_v1.0
Mycalb1	Mycena_albidolilacea_CBHHK002_v1.0
Rusoch1	Russula_ochroleuca_P?ilba_v1.0
Fomro1	Fomitopsis_rosea_Sig1Fomros20-ss_v1.0
Uropr1	Urocystis_primulicola_RUB_030670_v1.0
Pheni1	Phellopilus_nigrolimitatus_SigPhenig9_v1.0
Denna1	Dendryphion_nanum_MPI-CAGE-CH-0243_v1.0
Phapo1	Phaeosphaeria_poagena_MPI-PUGE-AT-0046c_v1.0
Altro1	Alternaria_rosae_MPI-PUGE-AT-0040_v1.0
Macpha1	Macrophomina_phaseolina_MPI-SDFR-AT-0080_v1.0
Chafi1	Chaetomidium_fimeti_CBS_168.71_v1.0
LobpulAf1	Lobaria_pulmonaria_Africa_extracted_metagenome_v1.0
LobpulSc1	Lobaria_pulmonaria_Scotland_extracted_metagenome_v1.0
LobpulSp1	Lobaria_pulmonaria_Spain_extracted_metagenome_v1.0
LobpulSw1	Lobaria_pulmonaria_Switzerland_extracted_metagenome_v1.0
Golci1	Golovinomyces_cichoracearum_UCSC1_v1.0
Pezech1	Peziza_echinospora_DOB1120_v1.0
Tripra1	Tricharina_praecox_DOB2270_v1.0
Phohig1	Pholiota_highlandensis_v1.0
Mormin1_1	Mortierella_minutissima_AD051_v1.0
Clapol1_1	Cladochytrium_polystomum_WB228_v1.0
Coemoj1	Coemansia_mojavensis_RSA_71_v1.0
Morel_U14_1	Mortierella_elongata_MPI-CAGE-AA-0104_v1.0
Pheign1_1	Phellinus_igniarius_CCBS_575_v1.0
Herpot1_1	Herpotrichia_sp._AK1299_v1.0
Bombar1	Lasiosphaeriaceae_sp._AZ0830_v1.0
Lepor2	Leptodontidium_orchidicola_MPI-SDFR-AT-0119_v2.0
Phimu1	Leotiomycetes_sp._MPI-SDFR-AT-0126_v1.0
Psicub1_1	Psilocybe_cubensis_v1.0
Boeex1	Boeremia_exigua_MPI-SDFR-AT-0100_v1.0
Rhesp1	Rhexocercosporidium_sp._MPI-PUGE-AT-0058_v1.0
Caecom1	Caecomyces_churrovis_A_v1.0
Bysni1	Paecilomyces_niveus_CO7_v1.0
Talabor1	Talaromyces_borbonicus_CBS_141340_
Mycflo1	Mycena_floridula_CBHHK072_v1.0
Mycami1	Mycena_amicta_BAPX_v1.0
Mycreb1	Mycena_rebaudengoi_CBHHK068_v1.0
Mycfil1	Mycena_filopes_CBHHK001_v1.0
Suicot1	Suillus_cothurnatus_VC_1858_v1.0
Lenafn1	Lentinula_afn._lateritia_sp2_HRB7682_ss15_v1.0
Lenedo1	Lentinula_edodes_Le(Bin)_0899_ss11_v1.0
Lenrap1	Lentinula_raphanica_INPA1701G_ss19_v1.0
Lenlat1	Lentinula_lateritia_RHP3577_ss4_v1.0
Plecuc1	Plectosphaerella_cucumerina_RP01_v1.0
Gelte1	Gelasinospora_tetrasperma_v1.0
Sorbr1	Sordaria_brevicollis_FGSC1904_v1.0
Cersc1	Cercophora_scortea_SMH4131-1_v1.0
Aspsc1	Aspergillus_sclerotiorum_CBS_549.65_v1.0
Aspung1	Aspergillus_unguis_CBS132.55_v1.0
Aspres1	Aspergillus_restrictus_CBS_118.33_v1.0
Asptr1	Aspergillus_triticus_CBS266.81_v1.0
Aspven1	Aspergillus_venezuelensis_CBS_868.97_v1.0
Aspne1	Aspergillus_neoechinulatus_CBS120.55_v1.0
Aspamy1	Aspergillus_amylovorus_CBS_600.67_v1.0
Aspwel1	Aspergillus_welwitschiae_CBS139.54b_v1.0
Aspros1	Aspergillus_roseoglobulosus_CBS112800_v1.0
Aspneoa1	Aspergillus_neoauricomus_CBS112787_v1.0
Aspinso1	Aspergillus_insolitus_CBS_384.61_v1.0
Aspchev1	Aspergillus_chevalieri_CBS_522.65_v1.0
Aspbisp1	Aspergillus_bisporus_CBS_707.71_v1.0
Aspparv1	Aspergillus_parvulus_CBS_136.61_v1.0
Aspstec1_1	Aspergillus_stercoraria_CBS_428.93_v1.0
Aspfili1	Aspergillus_filifera_CBS_114510_v1.0
Aspbrev1	Aspergillus_brevijanus_CBS_111.46_v1.0
Asppeni1	Aspergillus_penicilloides_CBS_540.65_v1.0
Aspmul1_1	Aspergillus_multicolor_v1.0
Aspoli1_1	Aspergillus_olivicola_v1.0
Aspdese1	Aspergillus_desertorum_CBS_653.73_v1.0
Aspund1_1	Aspergillus_undulatus_CBS_261.88_v1.0
Aspfuni1	Aspergillus_funiculosus_CBS_116.56_v1.0
Asprec1_1	Aspergillus_recurvatus_v1.0
Asprobu1	Aspergillus_robustus_CBS_428.77_v1.0
Aspstel1_1	Aspergillus_stella-maris_CBS_113639_v1.0
